# v3.0 | 20260301 | BIM Template formulas_with_dependencies
Discipline,Parameter_Name,Data_Type,Revit_Formula,Description,Input_Parameters,Unit,Parameter_GUID,Parameter_Description,Dependency_Level,Uses_Builtin_Geometry,Builtin_Inputs
ARCHITECTURAL,ARCH_TAG_7_PARA_ROOF_TXT,TEXT,"if(TAG_PARA_STATE_3_BOOL, ""This roof assembly has been designed and specified to provide the primary weather protection envelope for the building, ensuring that the interior spaces remain dry, thermally comfortable, and protected from the external elements. "" + if(ASS_DESCRIPTION_TXT<>"""",""The roof is described within the project as "" + ASS_DESCRIPTION_TXT + "". "","""") + if(BLE_ROOF_PITCH_DEG<>"""",""The roof surface has been set at a pitch angle of "" + BLE_ROOF_PITCH_DEG + "" degrees from the horizontal plane, which has been determined by the drainage requirements and the architectural design intent for the building. "","""") + if(BLE_ROOF_PRIMARY_MAT_TXT<>"""",""The outermost weatherproofing layer of the roof utilises "" + BLE_ROOF_PRIMARY_MAT_TXT + "" as the principal covering material, selected for its durability and suitability to the local climate conditions. "","""") + if(PER_THERM_U_VALUE_W_M2K_NR<>"""",""The thermal insulation incorporated within the roof build-up achieves a heat transfer rate of "" + PER_THERM_U_VALUE_W_M2K_NR + "" watts per square metre per degree of temperature difference, ensuring the roof contributes effectively to the overall energy efficiency of the building. "","""") + if(FLS_PROT_FLS_RESISTANCE_RATING_MINUTES_MIN<>"""",""The roof construction has been certified to provide "" + FLS_PROT_FLS_RESISTANCE_RATING_MINUTES_MIN + "" minutes of fire resistance, protecting the building structure during a fire event. "","""") + ""The roof assembly has been designed to comply with "" + if(RGL_STD_TXT<>"""",RGL_STD_TXT,""the applicable building standards, weather resistance criteria, and structural loading requirements"") + ""."", """")"
ARCHITECTURAL,ARCH_TAG_7_PARA_DOOR_TXT,TEXT,"if(TAG_PARA_STATE_3_BOOL, ""This door assembly has been specified to provide controlled access and passage between the adjoining spaces whilst meeting the necessary safety, security, and environmental separation requirements for this location within the building. "" + if(BLE_DOOR_WIDTH_MM<>"""",if(BLE_DOOR_HEIGHT_MM<>"""",""The door opening measures "" + BLE_DOOR_WIDTH_MM + "" millimetres wide by "" + BLE_DOOR_HEIGHT_MM + "" millimetres tall, providing a clear passage suitable for the intended traffic and accessibility requirements. "",""The door opening is "" + BLE_DOOR_WIDTH_MM + "" millimetres wide, sized to accommodate the expected usage patterns. ""),"""") + if(BLE_DOOR_OPERATION_TYPE_TXT<>"""",""The door operates using a "" + BLE_DOOR_OPERATION_TYPE_TXT + "" mechanism, selected to suit the frequency and nature of use anticipated at this location. "","""") + if(BLE_DOOR_MAT_TXT<>"""",""The door leaf has been constructed from "" + BLE_DOOR_MAT_TXT + "", chosen for its strength, appearance, and suitability to the environment in which it is installed. "","""") + if(FLS_PROT_FLS_RESISTANCE_RATING_MINUTES_MIN<>"""",""This door has been certified to withstand the passage of fire for a continuous period of "" + FLS_PROT_FLS_RESISTANCE_RATING_MINUTES_MIN + "" minutes, forming part of the building overall fire compartmentation strategy. "","""") + if(BLE_DOOR_HARDWARE_SPECIFICATION_TXT<>"""",""The door is fitted with "" + BLE_DOOR_HARDWARE_SPECIFICATION_TXT + "" ironmongery, encompassing all handles, locks, closers, and associated fittings. "","""") + if(BLE_DOOR_FRAME_MAT_TXT<>"""",""The surrounding door frame is fabricated from "" + BLE_DOOR_FRAME_MAT_TXT + "", providing a secure and finished surround to the opening. "","""") + if(BLE_DOOR_GLAZING_TYPE_TXT<>"""",""The door incorporates "" + BLE_DOOR_GLAZING_TYPE_TXT + "" glazed panels where specified, allowing for visual connectivity or daylight transfer between spaces. "","""") + ""The complete door assembly has been specified in accordance with "" + if(RGL_STD_TXT<>"""",RGL_STD_TXT,""the applicable building regulations, accessibility standards, and fire safety requirements"") + ""."", """")"
ARCHITECTURAL,ARCH_TAG_7_PARA_WIN_TXT,TEXT,"if(TAG_PARA_STATE_3_BOOL, ""This window assembly has been designed and specified to provide natural daylight, ventilation, and visual connection to the external environment whilst maintaining the required levels of thermal comfort, weather resistance, and acoustic isolation within the building. "" + if(BLE_WINDOW_WIDTH_MM<>"""",if(BLE_WINDOW_HEIGHT_MM<>"""",""The window aperture measures "" + BLE_WINDOW_WIDTH_MM + "" millimetres wide by "" + BLE_WINDOW_HEIGHT_MM + "" millimetres tall, sized to optimise the balance between daylight admission and energy performance. "",""""),"""") + if(BLE_WINDOW_FRAME_MAT_TXT<>"""",""The window frame is manufactured from "" + BLE_WINDOW_FRAME_MAT_TXT + "", chosen for its structural performance, weather durability, and aesthetic qualities. "","""") + if(BLE_WINDOW_GLAZING_TYPE_SINGLE_DOUBLE_TRIPLE_TXT<>"""",""The glazing specification employs "" + BLE_WINDOW_GLAZING_TYPE_SINGLE_DOUBLE_TRIPLE_TXT + "" glass, which has been selected to deliver the required combination of thermal insulation, solar control, and acoustic performance. "","""") + if(BLE_WINDOW_U_VALUE_W_M_2K_NR<>"""",""The overall thermal performance of the window achieves a heat transfer rate of "" + BLE_WINDOW_U_VALUE_W_M_2K_NR + "" watts per square metre per degree of temperature difference, contributing to the energy efficiency targets established for the building. "","""") + ""The window assembly has been specified in compliance with "" + if(RGL_STD_TXT<>"""",RGL_STD_TXT,""the applicable building regulations, thermal performance standards, and safety glazing requirements"") + ""."", """")"
ARCHITECTURAL,ARCH_TAG_7_PARA_ROOM_TXT,TEXT,"if(TAG_PARA_STATE_3_BOOL, ""This space has been designated and configured within the building to serve a specific operational purpose as part of the overall accommodation strategy for the project. "" + if(ASS_DESCRIPTION_TXT<>"""",""The room is identified as "" + ASS_DESCRIPTION_TXT + "" within the project room schedule and spatial planning documentation. "","""") + if(ASS_LVL_COD_TXT<>"""",""It is situated on level "" + ASS_LVL_COD_TXT + "" of the building, "","""") + if(ASS_LOC_TXT<>"""",""within the "" + ASS_LOC_TXT + "" portion of the development. "","""") + if(AREA_SQ_M<>"""",""The room encompasses a total floor area of "" + AREA_SQ_M + "" square metres, providing the spatial allowance required for its intended function and occupancy. "","""") + if(ASS_ZONE_TXT<>"""",""For the purposes of building services distribution and environmental control, this space falls within the "" + ASS_ZONE_TXT + "" zone designation. "","""") + ""The room has been planned and specified in accordance with "" + if(RGL_STD_TXT<>"""",RGL_STD_TXT,""the applicable space planning standards, accessibility requirements, and building regulations"") + ""."", """")"
ARCHITECTURAL,STR_TAG_7_PARA_FDN_TXT,TEXT,"if(TAG_PARA_STATE_3_BOOL, ""This foundation element has been designed and specified to safely transfer the structural loads from the building above into the underlying ground, ensuring long-term stability and settlement control throughout the design life of the structure. "" + if(BLE_STRUCT_FOUNDATION_TYPE_TXT<>"""",""The foundation is of "" + BLE_STRUCT_FOUNDATION_TYPE_TXT + "" construction, a design solution selected based on the ground investigation findings and the magnitude of the applied loads. "","""") + if(BLE_STRUCT_FOUNDATION_SZ_TXT<>"""",""The overall dimensions of the foundation have been established as "" + BLE_STRUCT_FOUNDATION_SZ_TXT + "", sized to distribute the structural loads within the allowable bearing pressure of the soil. "","""") + if(BLE_STRUCT_FOUNDATION_DEPTH_MM<>"""",""The foundation extends to a depth of "" + BLE_STRUCT_FOUNDATION_DEPTH_MM + "" millimetres below the surrounding ground level, reaching competent bearing strata. "","""") + if(BLE_STRUCT_CONCRETE_GRADE_TXT<>"""",""The concrete used in the foundation is of "" + BLE_STRUCT_CONCRETE_GRADE_TXT + "" grade, providing the required compressive strength and durability for the intended exposure conditions. "","""") + if(BLE_STRUCT_LD_CAP_KN_NR<>"""",""The foundation has been designed to carry a maximum load of "" + BLE_STRUCT_LD_CAP_KN_NR + "" kilonewtons, representing the combined weight of the structure and all anticipated imposed loads. "","""") + if(BLE_STRUCT_REINFORCEMENT_TXT<>"""",""The concrete is reinforced with "" + BLE_STRUCT_REINFORCEMENT_TXT + "" steel reinforcement, providing the necessary tensile strength and crack control. "","""") + ""The foundation has been designed in accordance with "" + if(RGL_STD_TXT<>"""",RGL_STD_TXT,""the applicable structural design codes, geotechnical recommendations, and building regulations"") + ""."", """")"
ARCHITECTURAL,STR_TAG_7_PARA_COL_TXT,TEXT,"if(TAG_PARA_STATE_3_BOOL, ""This structural column has been designed and specified to carry the vertical loads from the floors, roof, and other elements above, transferring them downwards through the building frame to the foundations. "" + if(BLE_STRUCT_COLUMN_SZ_TXT<>"""",""The column cross-section has been established as "" + BLE_STRUCT_COLUMN_SZ_TXT + "", determined through structural analysis to safely resist the applied axial loads and any lateral forces. "","""") + if(BLE_STRUCT_MAT_TXT<>"""",""The column is constructed from "" + BLE_STRUCT_MAT_TXT + "", a material selected for its strength, stiffness, and suitability to the structural frame strategy. "","""") + if(BLE_STRUCT_CONCRETE_GRADE_TXT<>"""",""Where concrete is used, the specified grade is "" + BLE_STRUCT_CONCRETE_GRADE_TXT + "", providing the required compressive strength for the loading conditions. "","""") + if(BLE_STRUCT_LD_CAP_KN_NR<>"""",""The column has been engineered to safely support a maximum axial load of "" + BLE_STRUCT_LD_CAP_KN_NR + "" kilonewtons under the design load combinations. "","""") + if(BLE_STRUCT_REINFORCEMENT_TXT<>"""",""The column incorporates "" + BLE_STRUCT_REINFORCEMENT_TXT + "" reinforcement to provide the necessary ductility and resistance to bending. "","""") + ""The column has been designed in compliance with "" + if(RGL_STD_TXT<>"""",RGL_STD_TXT,""the applicable structural design codes and building regulations"") + ""."", """")"
ARCHITECTURAL,STR_TAG_7_PARA_BEAM_TXT,TEXT,"if(TAG_PARA_STATE_3_BOOL, ""This structural beam has been designed and specified to span between its supporting columns or walls, carrying the floor loads and distributing them to the vertical structural elements of the building frame. "" + if(BLE_STRUCT_BEAM_SZ_TXT<>"""",""The beam cross-section has been sized as "" + BLE_STRUCT_BEAM_SZ_TXT + "", determined through structural calculations to safely carry the applied bending moments and shear forces across its span. "","""") + if(BLE_STRUCT_MAT_TXT<>"""",""The beam is fabricated from "" + BLE_STRUCT_MAT_TXT + "", selected for its structural performance characteristics and compatibility with the overall building frame design. "","""") + if(BLE_STRUCT_REINFORCEMENT_TXT<>"""",""The beam incorporates "" + BLE_STRUCT_REINFORCEMENT_TXT + "" reinforcement, arranged to resist the tensile stresses induced by the applied loading. "","""") + if(BLE_STRUCT_CONCRETE_GRADE_TXT<>"""",""Where concrete construction is employed, the specified grade is "" + BLE_STRUCT_CONCRETE_GRADE_TXT + "", providing adequate compressive strength for the span and loading conditions. "","""") + if(BLE_STRUCT_LD_CAP_KN_NR<>"""",""The beam has been designed to carry a maximum load of "" + BLE_STRUCT_LD_CAP_KN_NR + "" kilonewtons along its length. "","""") + ""The beam design complies with "" + if(RGL_STD_TXT<>"""",RGL_STD_TXT,""the applicable structural engineering codes and building regulations"") + ""."", """")"
ARCHITECTURAL,ARCH_TAG_7_PARA_STAIR_TXT,TEXT,"if(TAG_PARA_STATE_3_BOOL, ""This staircase has been designed and specified to provide safe and comfortable vertical circulation between the floor levels it connects, whilst meeting all applicable accessibility, fire escape, and building regulation requirements. "" + if(BLE_STAIR_RISE_MM<>"""",""Each individual step within the staircase has a rise height of "" + BLE_STAIR_RISE_MM + "" millimetres, which represents the vertical distance between consecutive tread surfaces. "","""") + if(BLE_STAIR_GOING_MM<>"""",""The going of each step, which is the horizontal depth of the tread available for foot placement, measures "" + BLE_STAIR_GOING_MM + "" millimetres. "","""") + if(BLE_STAIR_WIDTH_MM<>"""",""The overall clear width of the staircase between the inner faces of the enclosing walls or balustrades is "" + BLE_STAIR_WIDTH_MM + "" millimetres, providing adequate space for the anticipated volume of pedestrian traffic and emergency evacuation. "","""") + ""The staircase has been designed in full compliance with "" + if(RGL_STD_TXT<>"""",RGL_STD_TXT,""the applicable building regulations, accessibility standards, and fire escape route requirements"") + ""."", """")"
ARCHITECTURAL,ARCH_TAG_7_PARA_RAMP_TXT,TEXT,"if(TAG_PARA_STATE_3_BOOL, ""This ramp has been designed and specified to provide an accessible and step-free route for all building users, including those with mobility impairments, wheelchair users, and persons with pushchairs or wheeled equipment. "" + if(BLE_RAMP_SLOPE_PCT<>"""",""The ramp surface has been set at a gradient of "" + BLE_RAMP_SLOPE_PCT + "" percent, which represents the rate of rise over the horizontal distance travelled and has been calculated to ensure comfortable and safe use for all occupants. "","""") + if(BLE_RAMP_WIDTH_MM<>"""",""The clear width of the ramp between its guarding elements measures "" + BLE_RAMP_WIDTH_MM + "" millimetres, providing sufficient space for two-way traffic and emergency evacuation. "","""") + ""The ramp has been designed and constructed in full compliance with "" + if(RGL_STD_TXT<>"""",RGL_STD_TXT,""the applicable accessibility standards, building regulations, and inclusive design guidelines"") + ""."", """")"
ARCHITECTURAL,ARCH_TAG_7_PARA_FACADE_TXT,TEXT,"if(TAG_PARA_STATE_3_BOOL, ""This facade assembly forms a key component of the building external envelope, providing weather protection, thermal insulation, natural daylight, and architectural expression to the occupied spaces behind. "" + if(ASS_DESCRIPTION_TXT<>"""",""The facade system is described within the project as "" + ASS_DESCRIPTION_TXT + "", selected to meet the combined requirements of structural performance, weather resistance, and visual appearance. "","""") + if(PER_THERM_U_VALUE_W_M2K_NR<>"""",""The thermal performance of the facade achieves a heat transfer rate of "" + PER_THERM_U_VALUE_W_M2K_NR + "" watts per square metre per degree of temperature difference, contributing to the energy efficiency and occupant comfort objectives for the building. "","""") + ""The facade assembly has been designed and specified in compliance with "" + if(RGL_STD_TXT<>"""",RGL_STD_TXT,""the applicable building regulations, structural loading codes, and weather performance standards"") + ""."", """")"
ARCHITECTURAL,ARCH_TAG_7_PARA_CASEWORK_TXT,TEXT,"if(TAG_PARA_STATE_3_BOOL, ""This casework item has been specified to provide functional storage, display, or work surface accommodation within the space, contributing to the overall fit-out and operational requirements of the room. "" + if(ASS_MANUFACTURER_TXT<>"""",""The item has been sourced from "" + ASS_MANUFACTURER_TXT + "", a supplier selected for their ability to deliver products meeting the project quality and performance standards. "","""") + if(ASS_MODEL_NR_TXT<>"""",""The specific product range and model identified for this installation is "" + ASS_MODEL_NR_TXT + "". "","""") + ""The casework has been specified in accordance with "" + if(RGL_STD_TXT<>"""",RGL_STD_TXT,""the applicable furnishing standards and project fit-out specification"") + ""."", """")"
ARCHITECTURAL,ARCH_TAG_7_PARA_FURNITURE_TXT,TEXT,"if(TAG_PARA_STATE_3_BOOL, ""This furniture item has been selected and specified as part of the interior fit-out programme to support the operational and ergonomic requirements of the space and its intended occupants. "" + if(ASS_MANUFACTURER_TXT<>"""",""The item is supplied by "" + ASS_MANUFACTURER_TXT + "", chosen through the project procurement process to meet the required standards of quality, durability, and design. "","""") + if(ASS_MODEL_NR_TXT<>"""",""The product model specified for this location is "" + ASS_MODEL_NR_TXT + "". "","""") + ""The furniture selection complies with "" + if(RGL_STD_TXT<>"""",RGL_STD_TXT,""the applicable workplace ergonomic standards, fire safety regulations, and project interior design specification"") + ""."", """")"
HVAC,HVC_TAG_7_PARA_SPEC_TXT,TEXT,"if(TAG_PARA_STATE_3_BOOL, ""This mechanical equipment unit has been selected and specified to serve the heating, ventilation, and air conditioning requirements of the areas it serves, contributing to the overall indoor environmental quality and occupant comfort throughout the building. "" + if(ASS_DESCRIPTION_TXT<>"""",""The equipment is described as "" + ASS_DESCRIPTION_TXT + "" within the project mechanical services specification. "","""") + if(HVC_CAP_KW<>"""",""The unit has been sized to deliver a cooling output of "" + HVC_CAP_KW + "" kilowatts, matched to the calculated peak cooling demand of the spaces it serves. "","""") + if(HVC_PWR_KW<>"""",""The associated motor and fan assemblies have a combined power consumption of "" + HVC_PWR_KW + "" kilowatts, representing the electrical energy required to operate the equipment at its design duty point. "","""") + if(HVC_REFRIGERANT_TXT<>"""",""The refrigeration circuit operates using "" + HVC_REFRIGERANT_TXT + "" as the working fluid, chosen in consideration of both thermodynamic efficiency and environmental impact. "","""") + if(HVC_EFF_RATIO_NR<>"""",""The energy performance of the unit achieves an efficiency ratio of "" + HVC_EFF_RATIO_NR + "", indicating the ratio of useful heating or cooling output to the energy consumed. "","""") + if(ASS_MANUFACTURER_TXT<>"""",""The equipment has been sourced from "" + ASS_MANUFACTURER_TXT + "", "","""") + if(ASS_MODEL_NR_TXT<>"""",""model "" + ASS_MODEL_NR_TXT + "", "","""") + if(HVC_BMS_CONTROL_TYPE_TXT<>"""",""and is integrated with the central building management system through "" + HVC_BMS_CONTROL_TYPE_TXT + "" control communications, enabling remote monitoring and automated performance optimisation. "","""") + if(MNT_HGT_MM<>"""",""The unit is positioned at "" + MNT_HGT_MM + "" millimetres above the finished floor level at its installation location. "","""") + ""The equipment selection and installation comply with "" + if(RGL_STD_TXT<>"""",RGL_STD_TXT,""the applicable mechanical services design standards and building regulations"") + ""."", """")"
HVAC,HVC_TAG_7_PARA_DUCT_TXT,TEXT,"if(TAG_PARA_STATE_3_BOOL, ""This section of ductwork has been designed and specified to distribute conditioned air throughout the building, forming part of the mechanical ventilation network that maintains indoor air quality and thermal comfort for the building occupants. "" + if(HVC_DCT_PROPERTY_TXT<>"""",""The duct has been sized with dimensions of "" + HVC_DCT_PROPERTY_TXT + "", calculated to convey the required volume of air at acceptable noise and pressure levels. "","""") + if(HVC_DCT_FLW_CFM<>"""",""The ductwork carries an air volume flow rate of "" + HVC_DCT_FLW_CFM + "" cubic feet per minute, representing the quantity of air delivered to or extracted from the served spaces. "","""") + if(HVC_VEL_MPS<>"""",""The air travels through the duct at a velocity of "" + HVC_VEL_MPS + "" metres per second, a speed chosen to balance energy efficiency with noise generation. "","""") + if(HVC_PIPE_PRESSURE_KPA<>"""",""The system operates at a static pressure of "" + HVC_PIPE_PRESSURE_KPA + "" kilopascals, which represents the force the fan must generate to overcome the resistance of the ductwork and its fittings. "","""") + if(HVC_DCT_MAT_TXT<>"""",""The duct is fabricated from "" + HVC_DCT_MAT_TXT + "", selected for its durability, airtightness, and ease of installation. "","""") + if(HVC_INSULATION_TXT<>"""",""The external surface of the ductwork is wrapped with "" + HVC_INSULATION_TXT + "" insulation to prevent heat loss, condensation formation, and acoustic transmission. "","""") + ""The ductwork has been designed and installed in accordance with "" + if(RGL_STD_TXT<>"""",RGL_STD_TXT,""the applicable mechanical ventilation standards and building regulations"") + ""."", """")"
HVAC,HVC_TAG_7_PARA_FLEXDUCT_TXT,TEXT,"if(TAG_PARA_STATE_3_BOOL, ""This flexible duct section has been specified to provide a practical and adaptable connection between the rigid main ductwork distribution network and the final air terminal device serving the occupied space. "" + if(HVC_DCT_FLW_CFM<>"""",""The flexible duct is sized to convey an airflow of "" + HVC_DCT_FLW_CFM + "" cubic feet per minute to the connected terminal unit. "","""") + ""The flexible duct has been selected and installed in compliance with "" + if(RGL_STD_TXT<>"""",RGL_STD_TXT,""the applicable mechanical services standards and manufacturer installation guidelines"") + ""."", """")"
HVAC,HVC_TAG_7_PARA_AT_TXT,TEXT,"if(TAG_PARA_STATE_3_BOOL, ""This air terminal device has been selected and specified to introduce conditioned supply air into the occupied space, or to extract vitiated air from it, in a manner that ensures comfortable air distribution patterns and acceptable noise levels for the room occupants. "" + if(HVC_DCT_FLW_CFM<>"""",""The terminal is sized to deliver an airflow of "" + HVC_DCT_FLW_CFM + "" cubic feet per minute, matched to the ventilation and cooling requirements of the space it serves. "","""") + if(HVC_VEL_MPS<>"""",""Air enters or leaves the terminal at a face velocity of "" + HVC_VEL_MPS + "" metres per second, controlled to ensure draught-free air distribution within the occupied zone. "","""") + if(ASS_DESCRIPTION_TXT<>"""",""The terminal unit is described as "" + ASS_DESCRIPTION_TXT + "" within the project ventilation schedule. "","""") + if(MNT_HGT_MM<>"""",""It is positioned at "" + MNT_HGT_MM + "" millimetres above the finished floor level. "","""") + ""The air terminal selection and positioning comply with "" + if(RGL_STD_TXT<>"""",RGL_STD_TXT,""the applicable ventilation design standards and indoor air quality requirements"") + ""."", """")"
HVAC,HVC_TAG_7_PARA_DCTACC_TXT,TEXT,"if(TAG_PARA_STATE_3_BOOL, ""This duct accessory has been incorporated within the mechanical ventilation distribution network to perform a specific function in the control, regulation, or protection of the airflow passing through the ductwork system. "" + if(ASS_DESCRIPTION_TXT<>"""",""The component is identified as "" + ASS_DESCRIPTION_TXT + "" within the project mechanical services documentation. "","""") + ""The accessory has been selected and installed in accordance with "" + if(RGL_STD_TXT<>"""",RGL_STD_TXT,""the applicable mechanical services standards and system design requirements"") + ""."", """")"
ELECTRICAL,ELC_TAG_7_PARA_PANEL_TXT,TEXT,"if(TAG_PARA_STATE_3_BOOL, ""This electrical distribution board has been designed and specified to receive incoming electrical power and distribute it safely to the various circuits and sub-circuits serving the connected equipment, lighting, and small power outlets within its designated area of the building. "" + if(ELC_PNL_DESIGNATION_NAME_TXT<>"""",""The board is designated as "" + ELC_PNL_DESIGNATION_NAME_TXT + "" within the project electrical distribution schematic. "","""") + if(ELC_PNL_VLT_V<>"""",""It receives and distributes power at a nominal operating voltage of "" + ELC_PNL_VLT_V + "" volts, "","""") + if(ELC_PNL_PHS_COUNT_NR<>"""",""configured as a "" + ELC_PNL_PHS_COUNT_NR + "" phase arrangement. "","""") + if(ELC_PNL_NUM_OF_WAYS_NR<>"""",""The board accommodates a total of "" + ELC_PNL_NUM_OF_WAYS_NR + "" outgoing circuit ways, each protected by individual circuit breakers. "","""") + if(ELC_PNL_MAIN_BRK_A<>"""",""The main incoming circuit breaker is rated at "" + ELC_PNL_MAIN_BRK_A + "" amperes, providing overload and short-circuit protection for the entire board. "","""") + if(ELC_PNL_CONNECTED_LOAD_KW<>"""",""The total connected electrical load on this board is "" + ELC_PNL_CONNECTED_LOAD_KW + "" kilowatts, representing the combined power demand of all circuits fed from the board. "","""") + if(ELC_PNL_RATED_KW<>"""",""The board has a rated capacity of "" + ELC_PNL_RATED_KW + "" kilowatts, ensuring adequate headroom for future expansion. "","""") + if(ELC_PNL_SPARE_WAYS_NR<>"""",""A provision of "" + ELC_PNL_SPARE_WAYS_NR + "" spare circuit ways has been included to accommodate future additions without modification to the board. "","""") + if(ELC_CBL_FEEDER_SZ_MM2<>"""",""The incoming supply to the board is delivered via a "" + ELC_CBL_FEEDER_SZ_MM2 + "" square millimetre cable, sized for the expected maximum demand and voltage drop limitations. "","""") + if(ELC_PNL_SHORT_CIRCUIT_KA<>"""",""The board has been rated to withstand a prospective fault current of "" + ELC_PNL_SHORT_CIRCUIT_KA + "" kiloamperes, ensuring safe operation under all foreseeable conditions. "","""") + if(ELC_PNL_IP_RATING_TXT<>"""",""The enclosure provides "" + ELC_PNL_IP_RATING_TXT + "" ingress protection, appropriate for the environment in which it is installed. "","""") + ""The distribution board has been designed and installed in compliance with "" + if(RGL_STD_TXT<>"""",RGL_STD_TXT,""the applicable electrical installation standards, wiring regulations, and building safety requirements"") + ""."", """")"
(DB Panels). S1=compact, S2=standard, S3=comprehensive. Gated by TAG_PARA_STATE_1/2/3_BOOL.","ASS_QA_TEST_REPORT_TXT, ELC_CBL_FEEDER_SZ_MM2, ELC_PNL_CONNECTED_LOAD_KW, ELC_PNL_DESIGNATION_NAME_TXT, ELC_PNL_IP_RATING_TXT, ELC_PNL_MAIN_BRK_A, ELC_PNL_NUM_OF_WAYS_NR, ELC_PNL_PHS_COUNT_NR, ELC_PNL_RATED_KW, ELC_PNL_SHORT_CIRCUIT_KA, ELC_PNL_SPARE_WAYS_NR, ELC_PNL_VLT_V, RGL_KCCA_APPROVAL_TXT, RGL_NEMA_APPROVAL_TXT, RGL_UMEME_APPROVAL_TXT, TAG_PARA_STATE_1_BOOL, TAG_PARA_STATE_2_BOOL, TAG_PARA_STATE_3_BOOL, TAG_WARN_VISIBLE_BOOL",text,3f4684f4-9274-5275-993a-85c7b190fcac,Elc Tag 7 Para Panel Txt [ISO 19650-3:2020],1,False,
ELECTRICAL,LTG_TAG_7_PARA_SPEC_TXT,TEXT,"if(TAG_PARA_STATE_3_BOOL, ""This lighting fixture has been selected and specified to provide the appropriate level and quality of illumination for the space in which it is installed, supporting the visual comfort, task performance, and wellbeing of the building occupants. "" + if(LTG_FIX_TYPE_CLASSIFICATION_TXT<>"""",""The luminaire is classified as a "" + LTG_FIX_TYPE_CLASSIFICATION_TXT + "" type fixture within the project lighting design. "","""") + if(LTG_FIX_LMP_WATTAGE_W<>"""",""The fixture consumes "" + LTG_FIX_LMP_WATTAGE_W + "" watts of electrical power during operation, representing the energy input required to generate its light output. "","""") + if(CST_FIX_LUMEN_OUTPUT_LM<>"""",""It produces a total luminous output of "" + CST_FIX_LUMEN_OUTPUT_LM + "" lumens, which is the measure of the total quantity of visible light emitted by the fixture in all directions. "","""") + if(LTG_CLR_TEMP_K<>"""",""The light produced has a colour appearance of "" + LTG_CLR_TEMP_K + "" kelvin, which determines whether the light appears warm, neutral, or cool in character. "","""") + if(LTG_EFFICACY_LM_W<>"""",""The luminaire achieves an energy efficacy of "" + LTG_EFFICACY_LM_W + "" lumens per watt, indicating how efficiently it converts electrical energy into visible light. "","""") + if(ASS_MANUFACTURER_TXT<>"""",""The fixture has been sourced from "" + ASS_MANUFACTURER_TXT + "", "","""") + if(ASS_MODEL_NR_TXT<>"""",""product model "" + ASS_MODEL_NR_TXT + "". "","""") + if(MNT_HGT_MM<>"""",""It is installed at a height of "" + MNT_HGT_MM + "" millimetres above the finished floor level. "","""") + ""The lighting selection complies with "" + if(RGL_STD_TXT<>"""",RGL_STD_TXT,""the applicable lighting design standards, energy performance requirements, and building regulations"") + ""."", """")"
ELECTRICAL,ELC_TAG_7_PARA_CIRCUIT_TXT,TEXT,"if(TAG_PARA_STATE_3_BOOL, ""This electrical point has been provided and connected to the building power distribution network to serve the equipment or lighting requirements at this location. "" + if(ELC_PWR_KW<>"""",""The connected load at this point is "" + ELC_PWR_KW + "" kilowatts, representing the power demand of the equipment it supplies. "","""") + if(ELC_CKT_NR<>"""",""It is wired to circuit "" + ELC_CKT_NR + "" "","""") + if(ELC_PNL_DESIGNATION_NAME_TXT<>"""",""on distribution board "" + ELC_PNL_DESIGNATION_NAME_TXT + "", which provides the protective device and isolation point for this circuit. "","""") + if(MNT_HGT_MM<>"""",""The outlet or connection point is positioned at "" + MNT_HGT_MM + "" millimetres above the finished floor level. "","""") + ""The electrical installation complies with "" + if(RGL_STD_TXT<>"""",RGL_STD_TXT,""the applicable wiring regulations, electrical safety standards, and building requirements"") + ""."", """")"
(Points & Sockets). S1=compact, S2=standard, S3=comprehensive. Gated by TAG_PARA_STATE_1/2/3_BOOL.","ASS_DESCRIPTION_TXT, ASS_MANUFACTURER_TXT, ASS_QA_CERT_TXT, ELC_CDT_INSTALL_METHOD_TXT, ELC_CDT_SZ_MM, ELC_CKT_BRK_RATING_A, ELC_CKT_CBL_TYPE_TXT, ELC_PNL_DESIGNATION_NAME_TXT, ELC_VLT_DROP_PCT, RGL_UMEME_APPROVAL_TXT, TAG_PARA_STATE_1_BOOL, TAG_PARA_STATE_2_BOOL, TAG_PARA_STATE_3_BOOL, TAG_WARN_VISIBLE_BOOL",text,2f21931c-6b91-50e6-856d-dc2b138c965a,Elc Tag 7 Para Circuit Txt [ISO 19650-3:2020],1,False,
